trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,polygon.started,grating.started,key_resp.started,grating.stopped,trials.response,key_resp.corr,key_reso.corr,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,83,82,up,0.005,db,0.051194110832716834,0.0014406000000235508,256.22709929999974,257.2471765,257.2471765,257.54727980000007,0,0,,257.2302657,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,84,83,up,0.005,db,0.05122358901551898,0.0012317999999140739,258.5782479999998,259.5975628000001,259.5975628000001,259.8973734000001,1,1,,259.58035040000004,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,85,84,up,0.005,db,0.05122358901551898,0.0014515000002575107,261.0451026999999,262.0643031999998,262.0643031999998,262.36387939999986,0,0,,262.0471660999997,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,86,85,up,0.005,db,0.05125308417221221,0.0015118999999685911,263.3449934,264.3638891999999,264.3638891999999,264.6639231999998,1,1,,264.34691109999994,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,87,86,up,0.005,db,0.05125308417221221,0.0012826000001950888,265.6947746000001,266.7140592999999,266.7140592999999,267.01389889999973,0,0,,266.6970769999998,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,88,87,up,0.005,db,0.05128259631257029,0.0012191000000711938,267.9940375000001,269.0142065,269.0142065,269.31412649999993,1,1,,268.99725820000003,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,89,88,up,0.005,db,0.05128259631257029,0.001346800000192161,270.3294238999997,271.34779609999987,271.34779609999987,271.6474926000001,0,0,,271.33075009999993,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,90,89,up,0.005,db,0.05131212544637262,0.0007413999996970233,272.6248989999999,273.6308921,273.6308921,273.93061929999976,1,1,0,273.6308921,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,91,90,up,0.005,db,0.05131212544637262,0.0012639000001399836,275.09394889999976,276.11440360000006,276.11440360000006,276.4141457999999,1,1,1,276.09753180000007,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,92,91,up,0.005,db,0.05131212544637262,0.0006647000000157277,277.4262171999999,278.44775249999975,278.44775249999975,278.7474023,0,0,1,278.4307407000001,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,93,92,up,0.005,db,0.051341671583404226,0.0005725000000893488,279.7912978999998,280.8143520999997,280.8143520999997,281.1141474000001,1,1,,280.79773539999997,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,94,93,up,0.005,db,0.051341671583404226,0.0012836000000788772,282.2782637,283.29775500000005,283.29775500000005,283.5974986000001,0,0,1,283.28114749999986,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,95,94,up,0.005,db,0.05137123473345578,0.001262499999938882,284.62720339999987,285.64783020000004,285.64783020000004,285.9475617999997,1,1,0,285.6310758999998,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,96,95,up,0.005,db,0.05137123473345578,0.0013462000001709384,287.12681380000004,288.1479101,288.1479101,288.44758279999996,0,0,1,288.13107279999986,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,97,96,up,0.005,db,0.051400814906323575,0.001294400000006135,289.4605080000001,290.48120470000003,290.48120470000003,,0,0,,290.4644946999997,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,98,97,up,0.005,db,0.051430412111809556,0.000680600000123377,291.64226439999993,292.66463729999987,292.66463729999987,292.96461839999984,1,1,0,292.64814780000006,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,99,98,up,0.005,db,0.051430412111809556,0.0015140999998948246,294.1120774000001,295.13136429999986,295.13136429999986,295.43137739999975,1,1,,295.1146226000001,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,100,99,up,0.005,db,0.051430412111809556,0.001272799999696872,296.5447076999999,297.56460590000006,297.56460590000006,297.86471429999983,0,0,,297.5479631999997,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
